A7YPWY1	OC-514	OC-514 Кришка оригiналів	 	5973,33	1194,67	7168	56,00
A87GWY1	FS-536	FS-536 Фінішер-степлер (зшив. до 50 арк) Скоби: SK-602, необх. RU-513	 	104533,33	20906,67	125440	980,00
A87GWYA	FS-536SD	FS-536SD Фінішер з буклетним модулем, (зшив. до 50 арк.) Скоби: SK-602. Необх. RU-513	 	197333,33	39466,67	236800	1850,00
A87JWY2	RU-513	RU-513 Модуль просування паперу (обов'язковий до FS-536(SD) та FS-537(SD))	 	13866,67	2773,33	16640	130,00
A3ETW21	PK-520	PK-520 Перфоратор (2/4 точки) (опція до FS-536(SD))	 	32000	6400	38400	300,00
A87HWY1	FS-537	FS-537 Фінішер (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-513	 	245333,33	49066,67	294400	2300,00
A87HWYA	FS-537SD	FS-537SD Фінішер з буклетним модулем (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-513	 	352000	70400	422400	3300,00
A87JWY2	RU-513	RU-513 Модуль просування паперу (обов'язковий до FS-536(SD) та FS-537(SD))	 	13866,67	2773,33	16640	130,00
A63GWY1	ZU-609	ZU-609 Пристрій для Z-складання (опція до FS-537(SD))	 	394666,67	78933,33	473600	3700,00
A10CWY2	JS-602	JS-602 Додатковий вих. лоток до 100 арк. (опція до FS-537(SD)) (несумісний з PI-507)	 	32000	6400	38400	300,00
A8C6WY1	PI-507	PI-507 Пристрій для вкладання обкладинок. (опція до FS-537(SD)) (несумісний з JS-602)	 	97066,67	19413,33	116480	910,00
A99KW21	PK-523	PK-523 Перфоратор (2/4 точки) (опція до FS-537(SD))	 	45333,33	9066,67	54400	425,00
A4MMWY3	SC-508	SC-508 Модуль захисту від копіювання (потрібно 2 одиниці)	 	57600	11520	69120	540,00
A888WY2	HD-524	HD-524 Резервний HDD (HDD mirroring) для гарантії захисту даних	 	19200	3840	23040	180,00
A87EWY4	UK-215	UK-215 Внутрішній Wi-Fi (Remote Access та Wi-Fi) (потрібен EK-608 або EK-609)	 	19733,33	3946,67	23680	185,00
A0X9WY1	AU-102	AU-102 Пристрій ідентифікації (сканер капілярів пальця) (потрібен EK-608 або EK-609)	 	69866,67	13973,33	83840	655,00
A0W4WY3	WT-506	WT-506 Робочий стіл для розміщення AU-102	 	8960	1792	10752	84,00
A88AWY2	EK-608	EK-608 USB інтерфейс для USB клав./кардридера	 	9706,67	1941,33	11648	91,00
A87DWY2	EK-609	EK-609 USB інтерфейс для USB клав./кардридера, bluetooth, speakers	 	19733,33	3946,67	23680	185,00
A4NRWY1	KH-102	KH-102 Тримач для USB клавіатури	 	6506,67	1301,33	7808	61,00
A8WCWY1	UK-501	UK-501 Датчик виявлення подвійного листа при скануванні в ADF	 	22400	4480	26880	210,00
A883022	FK-514	FK-514 Факс модуль (для другої лінії факсу необх другий модуль FK-514)	 	83200	16640	99840	780,00
4614506	SP-501	SP-501 Перфоратор відсканованих оригіналів, 1 точка перф. (монтується до ADF)	 	2880	576	3456	27,00
A9UVWY1	CU-102	CU-102 Система додаткової фільтрації повітря	 	31466,67	6293,33	37760	295,00
A161192100		Стилус ineo	 	4373,33	874,67	5248	41,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
4623485		Key Counter Connection	 	10880	2176	13056	102,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
996908-000040		Шнур живлення	 	320	64	384	3,00
996908-000090		Кабель UTP 3,0 м	 	213,33	42,67	256	2,00
A4MDWY1	OT-506	OT-506 Приймальний лоток (необх. за відсутності фінішера)	 	13013,33	2602,67	15616	122,00
9967003545	DK-510  	DK-510 Тумба-пiдставка	 	13653,33	2730,67	16384	128,00
A9HFWY1	PC-115	PC-115 Універсальна касета для паперу мiсткiстю 500 аркушiв (A5-А3)	 	56000	11200	67200	525,00
A9HFWY2	PC-215	PC-215 Універсальна касета для паперу мiсткiстю 2x500 аркушiв (A5-А3)	 	83733,33	16746,67	100480	785,00
A9HFWY3	PC-415	PC-415 Касета великої місткості 2500 аркушiв (тільки А4)	 	83733,33	16746,67	100480	785,00
996908-G109677		Замок касет та тонерів універсальний	 	8533,33	1706,67	10240	80,00
A9EFWY1	LU-207	LU-207 Касета великої місткості 2500 арк  (макс.SRА3,A3+), 52-256 г/м2. Не може бути встановлена разом з DK-510	 	234666,67	46933,33	281600	2200,00
A87VWY1	LU-302	LU-302 Касета великої місткості 3000 арк (макс.А4), 52-256 г/м2. Не може бути встановлена разом з DK-510	 	138666,67	27733,33	166400	1300,00
9967001961	BT-C1e	BT-C1e Додатковий лоток банерів (297 Х 1 200 мм) макс. 30 арк.	 	16533,33	3306,67	19840	155,00
A87GWY1	FS-536	FS-536 Фінішер-степлер (зшив. до 50 арк) Скоби: SK-602, необх. RU-513	 	104533,33	20906,67	125440	980,00
A87GWYA	FS-536SD	FS-536SD Фінішер з буклетним модулем, (зшив. до 50 арк.) Скоби: SK-602. Необх. RU-513	 	197333,33	39466,67	236800	1850,00
A87JWY2	RU-513	RU-513 Модуль просування паперу (обов'язковий до FS-536(SD) та FS-537(SD))	 	13866,67	2773,33	16640	130,00
A3ETW21	PK-520	PK-520 Перфоратор (2/4 точки) (опція до FS-536(SD))	 	32000	6400	38400	300,00
A87HWY1	FS-537	FS-537 Фінішер (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-513	 	245333,33	49066,67	294400	2300,00
A87HWYA	FS-537SD	FS-537SD Фінішер з буклетним модулем (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-513	 	352000	70400	422400	3300,00
A87JWY2	RU-513	RU-513 Модуль просування паперу (обов'язковий до FS-536(SD) та FS-537(SD))	 	13866,67	2773,33	16640	130,00
A63GWY1	ZU-609	ZU-609 Пристрій для Z-складання (опція до FS-537(SD))	 	394666,67	78933,33	473600	3700,00
A10CWY2	JS-602	JS-602 Додатковий вих. лоток до 100 арк. (опція до FS-537(SD)) (несумісний з PI-507)	 	32000	6400	38400	300,00
A8C6WY1	PI-507	PI-507 Пристрій для вкладання обкладинок. (опція до FS-537(SD)) (несумісний з JS-602)	 	97066,67	19413,33	116480	910,00
A99KW21	PK-523	PK-523 Перфоратор (2/4 точки) (опція до FS-537(SD))	 	45333,33	9066,67	54400	425,00
A4MMWY3	SC-508	SC-508 Модуль захисту від копіювання (потрібно 2 одиниці)	 	57600	11520	69120	540,00
A888WY2	HD-524	HD-524 Резервний HDD (HDD mirroring) для гарантії захисту даних	 	19200	3840	23040	180,00
A87EWY4	UK-215	UK-215 Внутрішній Wi-Fi (Remote Access та Wi-Fi) (потрібен EK-608 або EK-609)	 	19733,33	3946,67	23680	185,00
A0X9WY1	AU-102	AU-102 Пристрій ідентифікації (сканер капілярів пальця) (потрібен EK-608 або EK-609)	 	69866,67	13973,33	83840	655,00
A0W4WY3	WT-506	WT-506 Робочий стіл для розміщення AU-102	 	8960	1792	10752	84,00
A88AWY2	EK-608	EK-608 USB інтерфейс для USB клав./кардридера	 	9706,67	1941,33	11648	91,00
A87DWY2	EK-609	EK-609 USB інтерфейс для USB клав./кардридера, bluetooth, speakers	 	19733,33	3946,67	23680	185,00
A4NRWY1	KH-102	KH-102 Тримач для USB клавіатури	 	6506,67	1301,33	7808	61,00
A8WCWY1	UK-501	UK-501 Датчик виявлення подвійного листа при скануванні в ADF	 	22400	4480	26880	210,00
A883022	FK-514	FK-514 Факс модуль (для другої лінії факсу необх другий модуль FK-514)	 	83200	16640	99840	780,00
4614506	SP-501	SP-501 Перфоратор відсканованих оригіналів, 1 точка перф. (монтується до ADF)	 	2880	576	3456	27,00
A161192100		Стилус ineo	 	4373,33	874,67	5248	41,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
4623485		Key Counter Connection	 	10880	2176	13056	102,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
996908-000040		Шнур живлення	 	320	64	384	3,00
996908-000090		Кабель UTP 3,0 м	 	213,33	42,67	256	2,00
9967001961	BT-C1e	BT-C1e Додатковий лоток подавання банерів (297 Х 1 200 мм) макс. 30 арк.	 	16533,33	3306,67	19840	155,00
A8H7WY1	LU-205	LU-205 Касета великої місткості 2500 аркушiв (A4/SRA3/А3+)	 	245333,33	49066,67	294400	2300,00
A8H6WY1	LU-303	LU-303 Касета великої місткості, 3000 арк., А4/В5, 64-256 г/м2	 	138666,67	27733,33	166400	1300,00
A1MTW21	HT-508	HT-508 Обігрівач для зниж. вологості паперу (для касети LU-205/LU-303) (8 тижнів допоставка в Європу)	 	6933,33	1386,67	8320	65,00
A10CWY1	JS-602	JS-602 Додатковий лоток для паперу ємністю до 100 аркушів до фінішеру FS-535 (несумісний з PI-507)	 	32000	6400	38400	300,00
A8C6WY1	PI-507 	PI-507 Пристрій для вкладання обкладинок. (опція до FS-537(SD))(несумісний з JS-602)	 	97066,67	19413,33	116480	910,00
A63GWY1	ZU-609	ZU-609 Пристрій для Z-складання (опція до FS-537(SD))	 	394666,67	78933,33	473600	3700,00
A99KW21	PK-523	PK-523 Перфоратор (2/4 точки) (опція до FS-537(SD))	 	45333,33	9066,67	54400	425,00
A87GWY1	FS-536	FS-536 Фінішер зовнішній. Скріпки: SK-602. Фукції - Сортування /Групування зі зсувом, зшивання (stapling), перфорація (з PK-520). Макс. зшитих листів - 50 арк.. Вихідна місткість (для листів 80 г/м2) - 3,300 арк.. Мін/ Макс щільність паперу - 52/300 г/м2. Зшивання (Stapling) - Кутове, по краю листа 2точки,. Створення готових брошюр - ні. Перфорація - ТАК (з PK-520). Фальцювання 2Х (по середині) - ні. Фальцювання 3Х (Z-тип) - ні. Фальцювання 3Х (П-тип) - ні. Вкладання обкладинки (Post insertion) - ні	 	104533,33	20906,67	125440	980,00
A87KWY1	RU-515	RU-515 Модуль просування паперу (обов'язковий до FS-536(SD) / FS-537(SD))		13866,67	2773,33	16640	130,00
A87GWYA	FS-536SD	FS-536SD Фінішер зовнішній з буклетним пристроєм. Скріпки: SK-602. Фукції - Сортування /Групування зі зсувом, зшивання (stapling), перфорація (з PK-520), фальцювання, готові брошури. Макс. зшитих листів - 50 арк.. Вихідна місткість (для листів 80 г/м2) - 3,300 арк.. Мін/ Макс щільність паперу - 52/300 г/м2. Зшивання (Stapling) - Кутове, по краю листа 2точки, по центру листа 2точки буклетне. Створення готових брошюр - ТАК. Перфорація - ТАК (з PK-520). Фальцювання 2Х (по середині) - ТАК. Фальцювання 3Х (Z-тип) - ні. Фальцювання 3Х (П-тип) - ТАК. Вкладання обкладинки (Post insertion) - ні	 	197333,33	39466,67	236800	1850,00
A87KWY1	RU-515	RU-515 Модуль просування паперу (обов'язковий до FS-536(SD) / FS-537(SD))		13866,67	2773,33	16640	130,00
A87HWY1	FS-537	FS-537 Фінішер зовнішній (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-515	 	245333,33	49066,67	294400	2300,00
A3ETW21	PK-520	PK-520 Пристрій для перфорації (2 або 4 точки) до FS-534	 	32000	6400	38400	300,00
A8HDWY2	OT-508	OT-508 Приймальний лоток (необхідний при відсутності фінішера)	 	12906,67	2581,33	15488	121,00
A92D021	FK-516	FK-516 Факс модуль	 	90133,33	18026,67	108160	845,00
4614506	SP-501	SP-501 Перфоратор відсканованих оригіналів (монтується до DF)	 	2880	576	3456	27,00
A8H9WY1	EK-610	EK-610 Плата розширення USB (інтерфейс для клавіатури та спікера)	 	13226,67	2645,33	15872	124,00
A8HAWY1	EK-611	EK-611 Плата розширення USB (інтерфейс для клавіатури та спікера), Bluetooth	 	20266,67	4053,33	24320	190,00
A4MMWY3	SC-508	SC-508 Модуль захисту від копіювання	 	57600	11520	69120	540,00
A8HCWY2	WT-513	WT-513 Робочий стіл (Upright Panel)	 	89066,67	17813,33	106880	835,00
A0X9WY1	AU-102	AU-102 Пристрій біометр. ідентифікації (сканер капілярів пальця).	 	69866,67	13973,33	83840	655,00
A0W4WY3	WT-506	WT-506 Робочий стіл для розміщення пристоїв аутентифікації (AU-102)	 	8960	1792	10752	84,00
A4NMWY1	MK-735	MK-735 Монтажн. комл. для монтування кардрідера	 	4693,33	938,67	5632	44,00
A4NRWY1	KH-102	KH-102 Тримач для клавіатури	 	6506,67	1301,33	7808	61,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
A8WCWY1	UK-501	UK-501 Датчик виявлення подвійного листа при скануванні в ADF	 	22400	4480	26880	210,00
AAMTWY1	IC-418	IC-418 проф. контролер EFI Fiery мережевого скан. та друку (PostScript 3, Fiery Tools) 2GB RAM, 160GB HDD.Необхідно VI-506	 	466666,67	93333,33	560000	4375,00
A9DNWY2	VI-510	VI-510 монтажний комплект для під'єднання IC-418	 	37866,67	7573,33	45440	355,00
9967002122		Color Profiler V4 Suite w.ES-2000 Прогр. забезп. для створ. та редаг. профілів IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	312000	62400	374400	2925,00
9967002124		Color Profiler V4 Suite - Software only Прогр. забезп. для створ. та редаг. профілів IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	213333,33	42666,67	256000	2000,00
9967002123		Пристрій для калібрування (спектрофотометр) ES-2000 UV-Filter (hardware only) IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	112000	22400	134400	1050,00
9967002460		Color Profiler Scan Table i1iO 2 IC-418	 	253333,33	50666,67	304000	2375,00
9967002437		Программне забезпечення Fiery Impose для контролера Fiery IC-418	 	208000	41600	249600	1950,00
9967002744		Программне забезпечення Fiery Compose для контролера Fiery IC-418	 	82666,67	16533,33	99200	775,00
9967002745		Программне забезпечення Fiery Impose + Compose для контролера Fiery IC-418	 	245333,33	49066,67	294400	2300,00
9967002749		Опція Fiery Hot folder для контролера Fiery IC-418	 	70400	14080	84480	660,00
9967002750		Опція Fiery Auto Trapping для контролера Fiery IC-418	 	70400	14080	84480	660,00
9967002747		Опція Fiery Productivity Pack для IC-418	 	408000	81600	489600	3825,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
996908-000040		Шнур живлення*	 	320	64	384	3,00
996908-000090		Кабель UTP 3,0 м*	 	213,33	42,67	256	2,00
9967001961	BT-C1e	BT-C1e Додатковий лоток подавання банерів (297 Х 1 200 мм) макс. 30 арк.	 	16533,33	3306,67	19840	155,00
A8H7WY1	LU-205	LU-205 Касета великої місткості 2500 аркушiв (A4/SRA3/А3+)	 	245333,33	49066,67	294400	2300,00
A8H6WY1	LU-303	LU-303 Касета великої місткості, 3000 арк., А4/В5, 64-256 г/м2	 	138666,67	27733,33	166400	1300,00
A1MTW21	HT-508	HT-508 Обігрівач для зниж. вологості паперу (для касети LU-205/LU-303) (8 тижнів допоставка в Європу)	 	6933,33	1386,67	8320	65,00
A10CWY1	JS-602	JS-602 Додатковий лоток для паперу ємністю до 100 аркушів до фінішеру FS-535 (несумісний з PI-507)	 	32000	6400	38400	300,00
A8C6WY1	PI-507 	PI-507 Пристрій для вкладання обкладинок. (опція до FS-537(SD))(несумісний з JS-602)	 	97066,67	19413,33	116480	910,00
A63GWY1	ZU-609	ZU-609 Пристрій для Z-складання (опція до FS-537(SD))	 	394666,67	78933,33	473600	3700,00
A99KW21	PK-523	PK-523 Перфоратор (2/4 точки) (опція до FS-537(SD))	 	45333,33	9066,67	54400	425,00
A87GWY1	FS-536	FS-536 Фінішер зовнішній. Скріпки: SK-602. Фукції - Сортування /Групування зі зсувом, зшивання (stapling), перфорація (з PK-520). Макс. зшитих листів - 50 арк.. Вихідна місткість (для листів 80 г/м2) - 3,300 арк.. Мін/ Макс щільність паперу - 52/300 г/м2. Зшивання (Stapling) - Кутове, по краю листа 2точки,. Створення готових брошюр - ні. Перфорація - ТАК (з PK-520). Фальцювання 2Х (по середині) - ні. Фальцювання 3Х (Z-тип) - ні. Фальцювання 3Х (П-тип) - ні. Вкладання обкладинки (Post insertion) - ні	 	104533,33	20906,67	125440	980,00
A87KWY1	RU-515	RU-515 Модуль просування паперу (обов'язковий до FS-536(SD) / FS-537(SD))		13866,67	2773,33	16640	130,00
A87GWYA	FS-536SD	FS-536SD Фінішер зовнішній з буклетним пристроєм. Скріпки: SK-602. Фукції - Сортування /Групування зі зсувом, зшивання (stapling), перфорація (з PK-520), фальцювання, готові брошури. Макс. зшитих листів - 50 арк.. Вихідна місткість (для листів 80 г/м2) - 3,300 арк.. Мін/ Макс щільність паперу - 52/300 г/м2. Зшивання (Stapling) - Кутове, по краю листа 2точки, по центру листа 2точки буклетне. Створення готових брошюр - ТАК. Перфорація - ТАК (з PK-520). Фальцювання 2Х (по середині) - ТАК. Фальцювання 3Х (Z-тип) - ні. Фальцювання 3Х (П-тип) - ТАК. Вкладання обкладинки (Post insertion) - ні	 	197333,33	39466,67	236800	1850,00
A87KWY1	RU-515	RU-515 Модуль просування паперу (обов'язковий до FS-536(SD) / FS-537(SD))		13866,67	2773,33	16640	130,00
A87HWY1	FS-537	FS-537 Фінішер зовнішній (зшив. до 100 арк.) Скоби: MS-10A. Необх. RU-515	 	245333,33	49066,67	294400	2300,00
A3ETW21	PK-520	PK-520 Пристрій для перфорації (2 або 4 точки) до FS-534	 	32000	6400	38400	300,00
A8HDWY2	OT-508	OT-508 Приймальний лоток (необхідний при відсутності фінішера)	 	12906,67	2581,33	15488	121,00
A92D021	FK-516	FK-516 Факс модуль	 	90133,33	18026,67	108160	845,00
4614506	SP-501	SP-501 Перфоратор відсканованих оригіналів (монтується до DF)	 	2880	576	3456	27,00
A8H9WY1	EK-610	EK-610 Плата розширення USB (інтерфейс для клавіатури та спікера)	 	13226,67	2645,33	15872	124,00
A8HAWY1	EK-611	EK-611 Плата розширення USB (інтерфейс для клавіатури та спікера), Bluetooth	 	20266,67	4053,33	24320	190,00
A4MMWY3	SC-508	SC-508 Модуль захисту від копіювання	 	57600	11520	69120	540,00
A8HCWY2	WT-513	WT-513 Робочий стіл (Upright Panel)	 	89066,67	17813,33	106880	835,00
A0X9WY1	AU-102	AU-102 Пристрій біометр. ідентифікації (сканер капілярів пальця).	 	69866,67	13973,33	83840	655,00
A0W4WY3	WT-506	WT-506 Робочий стіл для розміщення пристоїв аутентифікації (AU-102)	 	8960	1792	10752	84,00
A4NMWY1	MK-735	MK-735 Монтажн. комл. для монтування кардрідера	 	4693,33	938,67	5632	44,00
A4NRWY1	KH-102	KH-102 Тримач для клавіатури	 	6506,67	1301,33	7808	61,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
A8WCWY1	UK-501	UK-501 Датчик виявлення подвійного листа при скануванні в ADF	 	22400	4480	26880	210,00
AAMTWY1	IC-418	IC-418 проф. контролер EFI Fiery мережевого скан. та друку (PostScript 3, Fiery Tools) 2GB RAM, 160GB HDD.Необхідно VI-506	 	466666,67	93333,33	560000	4375,00
A9DNWY2	VI-510	VI-510 монтажний комплект для під'єднання IC-418	 	37866,67	7573,33	45440	355,00
9967002122		Color Profiler V4 Suite w.ES-2000 Прогр. забезп. для створ. та редаг. профілів IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	312000	62400	374400	2925,00
9967002124		Color Profiler V4 Suite - Software only Прогр. забезп. для створ. та редаг. профілів IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	213333,33	42666,67	256000	2000,00
9967002123		Пристрій для калібрування (спектрофотометр) ES-2000 UV-Filter (hardware only) IC-418/IC-414/ IC-303/ IC-305/ IC-408/ IC-409/ IC-412	 	112000	22400	134400	1050,00
9967002460		Color Profiler Scan Table i1iO 2 IC-418	 	253333,33	50666,67	304000	2375,00
9967002437		Программне забезпечення Fiery Impose для контролера Fiery IC-418	 	208000	41600	249600	1950,00
9967002744		Программне забезпечення Fiery Compose для контролера Fiery IC-418	 	82666,67	16533,33	99200	775,00
9967002745		Программне забезпечення Fiery Impose + Compose для контролера Fiery IC-418	 	245333,33	49066,67	294400	2300,00
9967002749		Опція Fiery Hot folder для контролера Fiery IC-418	 	70400	14080	84480	660,00
9967002750		Опція Fiery Auto Trapping для контролера Fiery IC-418	 	70400	14080	84480	660,00
9967002747		Опція Fiery Productivity Pack для IC-418	 	408000	81600	489600	3825,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
A73HWY1	PF-P14 	PF-P14 Додаткова касета (500 арк., не більше 1 на машину)	 	25600	5120	30720	240,00
9960880000	SCD-25 	SCD-25 Тумба-підставка	 	15466,67	3093,33	18560	145,00
A734WY1	HD-P06	HD-P06 HDD 320ГБ (secure printing, proof-then-print, XPS, i-Option та кард-рідерів тощо)	 	43733,33	8746,67	52480	410,00
A735WY1	MK-P04	MK-P04 Монтажний комплект [для факс-модуля FK-512]	 	4266,67	853,33	5120	40,00
A6EDW21	FK-512	FK-512 Факс модуль (необхідний монтажний к-т MK-P04)	 	27733,33	5546,67	33280	260,00
9967001293	EH-C591	EH-C591 Напівавтоматичний степлер (скоби SK-602)	 	25066,67	5013,33	30080	235,00
9967003353		9967003353 Додаткова оперативна пам'ять 1ГБ	 	10560	2112	12672	99,00
A0PDW29	LK-106	LK-106 iOption: додаткові функції. Підтримка штрих-кодів. Додаткова пам'ять не потрібна	 	42666,67	8533,33	51200	400,00
A0PDW2F	LK-107	LK-107 iOption: додаткові функції. Підтримка шрифтів Unicode. Додаткова пам'ять не потрібна	 	48533,33	9706,67	58240	455,00
A0PDW2G	LK-108	LK-108 iOption: додаткові функції. Підтримка шрифтів OCR. Додаткова пам'ять не потрібна	 	25600	5120	30720	240,00
A0PDW2K	LK-111	LK-111 iOption: додаткові функції. ThinPrint клієнт. Додаткова пам'ять не потрібна	 	3626,67	725,33	4352	34,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
A4Y6WY2	PF-P13	PF-P13 Додаткова касета на 500 арк. (bh +3350/ +3850)	 	24533,33	4906,67	29440	230,00
9967002766	DK-P03	DK-P03 Тумба-підставка (bh +3350/ +3850)	 	15466,67	3093,33	18560	145,00
A6VDWY1	FS-P03	FS-P03 Off-line степлер (20 арк.), встановлюється на робочий стіл WT-P02 або окремо	 	21866,67	4373,33	26240	205,00
A6VCWY2	WT-P02	WT-P02 Робочий стіл для Off-line степлера або пристроя аутентифікації	 	9386,67	1877,33	11264	88,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
AA1K021	FK-517	FK-517 Факс-модуль	 	29866,67	5973,33	35840	280,00
A732WY1	MK-P02	MK-P02 Монтажний комплект для ID кард-рідера	 	5546,67	1109,33	6656	52,00
A0PDW26	LK-102 v3	LK-102 v3 iOption: Веб браузер, панель зображень (необхідний UK-204)	 	18666,67	3733,33	22400	175,00
A0PDW29	LK-106	LK-106 iOption: розширення функцій. Можливості друку штрих-кодів. Дод. пам'ять не потрібна	 	42666,67	8533,33	51200	400,00
A0PDW2F	LK-107	LK-107 iOption: розширення функцій. Можливості друку шрифтів Unicode. Дод. пам'ять не потрібна	 	48533,33	9706,67	58240	455,00
A0PDW2G	LK-108	LK-108 iOption: розширення функцій. Можливості друку шрифтів OCR. Дод. пам'ять не потрібна	 	25600	5120	30720	240,00
A0PDW2K	LK-111	LK-111 iOption: розширення функцій. ThinPrint клієнт. Дод. пам'ять не потрібна	 	3626,67	725,33	4352	34,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
996908-000040		Шнур живлення	 	320	64	384	3,00
996908-000090		Кабель UTP 3,0 м	 	213,33	42,67	256	2,00
A4Y6WY2	PF-P13	PF-P13 Додаткова касета на 500 арк. (bh +3350/ +3850)	 	24533,33	4906,67	29440	230,00
9967002766	DK-P03	DK-P03 Тумба-підставка (bh +3350/ +3850)	 	15466,67	3093,33	18560	145,00
A6VDWY1	FS-P03	FS-P03 Off-line степлер (20 арк.), встановлюється на робочий стіл WT-P02 або окремо	 	21866,67	4373,33	26240	205,00
A6VCWY2	WT-P02	WT-P02 Робочий стіл для Off-line степлера або пристроя аутентифікації	 	9386,67	1877,33	11264	88,00
A64TWY3	KP-101	KP-101 Апаратна клавіатура на 10 клавіш	 	3520	704	4224	33,00
A732WY1	MK-P02	MK-P02 Монтажний комплект для ID кард-рідера	 	5546,67	1109,33	6656	52,00
A0PDW26	LK-102 v3	LK-102 v3 iOption: Веб браузер, панель зображень (необхідний UK-204)	 	18666,67	3733,33	22400	175,00
A0PDW29	LK-106	LK-106 iOption: розширення функцій. Можливості друку штрих-кодів. Дод. пам'ять не потрібна	 	42666,67	8533,33	51200	400,00
A0PDW2F	LK-107	LK-107 iOption: розширення функцій. Можливості друку шрифтів Unicode. Дод. пам'ять не потрібна	 	48533,33	9706,67	58240	455,00
A0PDW2G	LK-108	LK-108 iOption: розширення функцій. Можливості друку шрифтів OCR. Дод. пам'ять не потрібна	 	25600	5120	30720	240,00
A0PDW2K	LK-111	LK-111 iOption: розширення функцій. ThinPrint клієнт. Дод. пам'ять не потрібна	 	3626,67	725,33	4352	34,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
A73HWY1	PF-P14 	PF-P14 Додаткова касета (500 арк., не більше 1 на машину)	 	25600	5120	30720	240,00
9960880000	SCD-25 	SCD-25 Тумба-підставка	 	15466,67	3093,33	18560	145,00
A734WY1	HD-P06	HD-P06 HDD 320ГБ (secure printing, proof-then-print, XPS, i-Option та кард-рідерів тощо)	 	43733,33	8746,67	52480	410,00
9967001293	EH-C591	EH-C591 Напівавтоматичний степлер (скоби SK-602)	 	25066,67	5013,33	30080	235,00
9967003353		9967003353 Додаткова оперативна пам'ять 1ГБ	 	10560	2112	12672	99,00
A0PDW29	LK-106	LK-106 iOption: додаткові функції. Підтримка штрих-кодів. Додаткова пам'ять не потрібна	 	42666,67	8533,33	51200	400,00
A0PDW2F	LK-107	LK-107 iOption: додаткові функції. Підтримка шрифтів Unicode. Додаткова пам'ять не потрібна	 	48533,33	9706,67	58240	455,00
A0PDW2G	LK-108	LK-108 iOption: додаткові функції. Підтримка шрифтів OCR. Додаткова пам'ять не потрібна	 	25600	5120	30720	240,00
A0PDW2K	LK-111	LK-111 iOption: додаткові функції. ThinPrint клієнт. Додаткова пам'ять не потрібна	 	3626,67	725,33	4352	34,00
996908-TL-WR702N		Маршрутизатор WIFI TL-WR702N (10/100Mbps WAN/LAN, 802.11b/g/n до 150Mbps)	 	2986,67	597,33	3584	28,00
9967005000	SX-DS-510	SX-DS-510 USB Принт-сервер (GigabitEthernet) (для bh 165/185)		12800	2560	15360	120,00
9967001960	OC-512	OC-512 Кришка оригіналів сканування [до ineo 215/ 226/ 266/ 306]	 	3840	768	4608	36,00
A3JHWY1	DF-625	DF-625 Автоподавач оригіналів сканування А5-А3 реверсивний двостор., до 70 арк. [ineo 226/215]	 	43200	8640	51840	405,00
A3PGWY1	AD-509	AD-509 Пристрій для двосторонього друку (дуплекс) [ineo 226/215]	 	17600	3520	21120	165,00
